"Band","Venue","Title","Nid","DetailsURL","Updated date","Node UUID","dateStartSortable","dateStartTime","dateEndTime","dateStartDisplay","dateMediumTimes"
"BAND","Felicia's Atomic Brewhouse","Long John and the Tights at Felicia's Atomic Brewhouse","1573","http://www.possiblegig.com/gig/long-john-and-tights-felicias-atomic-brewhouse-0","Sat, 13 Jan 2018 17:13:15 -0500","a67f9438-9839-4b03-a769-195352a99178","2018-03-16 18:00","6:00 PM","8:00 PM","Fri Mar 16","Fri, 03/16/2018 - 6:00pm to 8:00pm"
